address,object_type,floors,contruction_date,square
"г Уфа, ул. Блюхера, д.27 корп.2",Многоквартирный дом,9,1969-01-01 00:00:00,2696.8
"г Уфа, ул. Блюхера, д.28",Многоквартирный дом,4,1960-01-01 00:00:00,2992.1
"г Уфа, ул. Блюхера, д.29",Многоквартирный дом,5,1963-01-01 00:00:00,3213.5
"г Уфа, ул. Блюхера, д.3",Другое строение,7,1983-01-01 00:00:00,0.01
"г Уфа, ул. Блюхера, д.3 корп.1",Многоквартирный дом,10,1994-01-01 00:00:00,4827.7
"г Уфа, ул. Блюхера, д.3 корп.10",Многоквартирный дом,9,2011-01-01 00:00:00,5332.6
"г Уфа, ул. Блюхера, д.3 корп.3",Многоквартирный дом,17,2012-01-01 00:00:00,5540.6
"г Уфа, ул. Блюхера, д.3 корп.6",Многоквартирный дом,25,2021-01-01 00:00:00,10755.6
"г Уфа, ул. Блюхера, д.3 корп.7",Многоквартирный дом,17,2018-10-01 00:00:00,5848.8
"г Уфа, ул. Блюхера, д.3 корп.а",Другое строение,2,,0.01
"г Уфа, ул. Блюхера, д.3/8",Многоквартирный дом,14,2013-01-01 00:00:00,20820.1
"г Уфа, ул. Блюхера, д.30",Многоквартирный дом,4,1960-01-01 00:00:00,2597.0
"г Уфа, ул. Блюхера, д.32",Многоквартирный дом,4,1960-01-01 00:00:00,2560.4
"г Уфа, ул. Блюхера, д.32 корп.1",Многоквартирный дом,5,1960-01-01 00:00:00,3186.6
"г Уфа, ул. Блюхера, д.34",Многоквартирный дом,4,1960-01-01 00:00:00,2573.9
"г Уфа, ул. Блюхера, д.34 корп.1",Другое строение,1,,0.01
"г Уфа, ул. Блюхера, д.36",Многоквартирный дом,4,1960-01-01 00:00:00,2567.1
"г Уфа, ул. Блюхера, д.36 корп.1",Многоквартирный дом,5,1961-01-01 00:00:00,3183.8
"г Уфа, ул. Блюхера, д.38",Многоквартирный дом,5,1960-01-01 00:00:00,3209.5
"г Уфа, ул. Блюхера, д.38 корп.1",Многоквартирный дом,5,1961-01-01 00:00:00,3251.3
"г Уфа, ул. Блюхера, д.4",Многоквартирный дом,5,1964-01-01 00:00:00,4875.0
"г Уфа, ул. Блюхера, д.4 корп.1",Многоквартирный дом,5,1964-01-01 00:00:00,4811.0
"г Уфа, ул. Блюхера, д.40",Многоквартирный дом,5,1962-01-01 00:00:00,3441.8
"г Уфа, ул. Блюхера, д.42",Многоквартирный дом,5,1962-01-01 00:00:00,3582.6
"г Уфа, ул. Блюхера, д.42 корп.1",Многоквартирный дом,5,1962-01-01 00:00:00,3051.8
"г Уфа, ул. Блюхера, д.44",Многоквартирный дом,5,1962-01-01 00:00:00,3592.2
"г Уфа, ул. Блюхера, д.46",Многоквартирный дом,5,1963-01-01 00:00:00,3550.7
"г Уфа, ул. Блюхера, д.46 корп.1",Многоквартирный дом,5,1962-01-01 00:00:00,2855.5
"г Уфа, ул. Блюхера, д.48",Многоквартирный дом,5,1963-01-01 00:00:00,3590.4
"г Уфа, ул. Блюхера, д.48 корп.1",Дет.ясли и сады,3,,0.0
"г Уфа, ул. Блюхера, д.50",Многоквартирный дом,5,1963-01-01 00:00:00,3524.9
"г Уфа, ул. Блюхера, д.6",Многоквартирный дом,5,1967-01-01 00:00:00,5174.8
"г Уфа, ул. Блюхера, д.6 корп.1",Многоквартирный дом,5,1964-01-01 00:00:00,2601.2
"г Уфа, ул. Блюхера, д.6 корп.2",Многоквартирный дом,5,1964-01-01 00:00:00,2621.8
"г Уфа, ул. Блюхера, д.6 корп.3",Многоквартирный дом,5,1963-01-01 00:00:00,3598.0
"г Уфа, ул. Блюхера, д.6 корп.4",Многоквартирный дом,12,1990-01-01 00:00:00,4298.1
"г Уфа, ул. Блюхера, д.6 корп.а",Другое строение,10,,0.01
"г Уфа, ул. Блюхера, д.6 корп.а",Многоквартирный дом,10,1977-01-01 00:00:00,2345.6
"г Уфа, ул. Блюхера, д.6 корп.б",Многоквартирный дом,9,1978-01-01 00:00:00,1965.6
"г Уфа, ул. Блюхера, д.7",Другое строение,1,,0.01
"г Уфа, ул. Блюхера, д.7 корп.1,2",Другое строение,1,,0.01
"г Уфа, ул. Блюхера, д.8",Многоквартирный дом,5,1964-01-01 00:00:00,3575.3
"г Уфа, ул. Блюхера, д.8 корп.1",Многоквартирный дом,5,1964-01-01 00:00:00,3572.4
"г Уфа, ул. Блюхера, д.8 корп.а",Многоквартирный дом,10,1978-01-01 00:00:00,2267.7
"г Уфа, ул. Блюхера, д.8. корп.а.",Другое строение,1,,0.01
"г Уфа, ул. Блюхера, д.9",Другое строение,1,,0.01
"г Уфа, ул. Богдана Хмельницкого, д.10",Многоквартирный дом,2,1944-01-01 00:00:00,550.41
"г Уфа, ул. Богдана Хмельницкого, д.110",Многоквартирный дом,5,1974-01-01 00:00:00,4353.7
"г Уфа, ул. Богдана Хмельницкого, д.112",Многоквартирный дом,5,1974-01-01 00:00:00,2703.0
"г Уфа, ул. Богдана Хмельницкого, д.112 корп.1",Многоквартирный дом,5,1974-01-01 00:00:00,3340.2
"г Уфа, ул. Богдана Хмельницкого, д.114",Многоквартирный дом,5,1973-01-01 00:00:00,4387.0
"г Уфа, ул. Богдана Хмельницкого, д.123",Многоквартирный дом,9,1987-01-01 00:00:00,4198.5
"г Уфа, ул. Богдана Хмельницкого, д.125",Многоквартирный дом,9,1982-01-01 00:00:00,14551.9
"г Уфа, ул. Богдана Хмельницкого, д.125 корп.1",Другое строение,2,,0.01
"г Уфа, ул. Богдана Хмельницкого, д.126",Многоквартирный дом,5,1967-01-01 00:00:00,3556.6
"г Уфа, ул. Богдана Хмельницкого, д.126 корп.1",Другое строение,2,,0.01
"г Уфа, ул. Богдана Хмельницкого, д.127",Многоквартирный дом,9,1983-01-01 00:00:00,2099.1
"г Уфа, ул. Богдана Хмельницкого, д.127 корп.1",Многоквартирный дом,10,2004-01-01 00:00:00,7662.6
"г Уфа, ул. Богдана Хмельницкого, д.128",Многоквартирный дом,5,1967-01-01 00:00:00,3548.7
"г Уфа, ул. Богдана Хмельницкого, д.129",Многоквартирный дом,9,1983-01-01 00:00:00,2089.2
"г Уфа, ул. Богдана Хмельницкого, д.131",Многоквартирный дом,9,1985-01-01 00:00:00,2105.7
"г Уфа, ул. Богдана Хмельницкого, д.132",Многоквартирный дом,5,1967-01-01 00:00:00,3550.6
"г Уфа, ул. Богдана Хмельницкого, д.133",Многоквартирный дом,5,1976-01-01 00:00:00,4396.8
"г Уфа, ул. Богдана Хмельницкого, д.134",Многоквартирный дом,5,1968-01-01 00:00:00,6274.0
"г Уфа, ул. Богдана Хмельницкого, д.135",Многоквартирный дом,5,1977-01-01 00:00:00,4421.1
"г Уфа, ул. Богдана Хмельницкого, д.135 корп.1",Дет.ясли и сады,2,,0.01
"г Уфа, ул. Богдана Хмельницкого, д.135 корп.2",Дет.ясли и сады,2,,0.01
"г Уфа, ул. Богдана Хмельницкого, д.14",Многоквартирный дом,2,1948-01-01 00:00:00,682.2
"г Уфа, ул. Богдана Хмельницкого, д.143 корп.1",Многоквартирный дом,5,1977-01-01 00:00:00,2720.1
"г Уфа, ул. Богдана Хмельницкого, д.147",Многоквартирный дом,5,1965-01-01 00:00:00,5561.6
"г Уфа, ул. Богдана Хмельницкого, д.18",Многоквартирный дом,2,1948-01-01 00:00:00,373.8
"г Уфа, ул. Богдана Хмельницкого, д.2",Другое строение,2,,0.01
"г Уфа, ул. Богдана Хмельницкого, д.20",Многоквартирный дом,2,1948-01-01 00:00:00,669.0
"г Уфа, ул. Богдана Хмельницкого, д.45",Многоквартирный дом,2,1961-01-01 00:00:00,563.6
"г Уфа, ул. Богдана Хмельницкого, д.47",Многоквартирный дом,2,1961-01-01 00:00:00,571.5
"г Уфа, ул. Богдана Хмельницкого, д.49",Многоквартирный дом,2,1962-01-01 00:00:00,568.8
"г Уфа, ул. Богдана Хмельницкого, д.49 корп.1",Многоквартирный дом,9,1973-01-01 00:00:00,7593.0
"г Уфа, ул. Богдана Хмельницкого, д.50","Кафе, ресторан",1,1984-01-01 00:00:00,0.01
"г Уфа, ул. Богдана Хмельницкого, д.52",Другое строение,1,,0.01
"г Уфа, ул. Богдана Хмельницкого, д.52 корп.1",Многоквартирный дом,5,1969-01-01 00:00:00,2605.4
"г Уфа, ул. Богдана Хмельницкого, д.52 корп.2",Другое строение,1,,0.01
"г Уфа, ул. Богдана Хмельницкого, д.53",Другое строение,2,,0.01
"г Уфа, ул. Богдана Хмельницкого, д.54",Многоквартирный дом,2,1949-01-01 00:00:00,691.0
"г Уфа, ул. Богдана Хмельницкого, д.55",Многоквартирный дом,2,1949-01-01 00:00:00,540.0
"г Уфа, ул. Богдана Хмельницкого, д.55 корп.1",Многоквартирный дом,9,1972-01-01 00:00:00,7524.8
"г Уфа, ул. Богдана Хмельницкого, д.57",Многоквартирный дом,2,1948-01-01 00:00:00,581.0
"г Уфа, ул. Богдана Хмельницкого, д.57 корп.1",Многоквартирный дом,5,1969-01-01 00:00:00,3564.3
"г Уфа, ул. Богдана Хмельницкого, д.58",Многоквартирный дом,2,1949-01-01 00:00:00,537.2
"г Уфа, ул. Богдана Хмельницкого, д.59",Многоквартирный дом,2,1949-01-01 00:00:00,574.1
"г Уфа, ул. Богдана Хмельницкого, д.6",Многоквартирный дом,2,1944-01-01 00:00:00,550.1
"г Уфа, ул. Богдана Хмельницкого, д.60",Многоквартирный дом,2,1948-01-01 00:00:00,550.4
"г Уфа, ул. Богдана Хмельницкого, д.60 корп.1",Многоквартирный дом,5,1969-01-01 00:00:00,2615.0
"г Уфа, ул. Богдана Хмельницкого, д.60 корп.3",Другое строение,1,,0.01
"г Уфа, ул. Богдана Хмельницкого, д.61",Многоквартирный дом,2,1948-01-01 00:00:00,667.5
"г Уфа, ул. Богдана Хмельницкого, д.62",Многоквартирный дом,2,1948-01-01 00:00:00,566.8
"г Уфа, ул. Богдана Хмельницкого, д.64",Многоквартирный дом,2,1948-01-01 00:00:00,671.6
"г Уфа, ул. Богдана Хмельницкого, д.65",Многоквартирный дом,2,1950-01-01 00:00:00,664.06
"г Уфа, ул. Богдана Хмельницкого, д.67",Многоквартирный дом,5,1968-01-01 00:00:00,3566.1
"г Уфа, ул. Богдана Хмельницкого, д.68",Многоквартирный дом,5,1968-01-01 00:00:00,3564.5
"г Уфа, ул. Богдана Хмельницкого, д.68 корп.1",Другое строение,1,,0.01
"г Уфа, ул. Богдана Хмельницкого, д.68 корп.1.",Гаражные комплексы,1,,0.01
"г Уфа, ул. Богдана Хмельницкого, д.69",Многоквартирный дом,5,1968-01-01 00:00:00,3541.9
"г Уфа, ул. Богдана Хмельницкого, д.70",Многоквартирный дом,5,1970-01-01 00:00:00,3551.4
"г Уфа, ул. Богдана Хмельницкого, д.70 корп.1",Другое строение,1,,0.01
